Hospital_ID,Hospital_Name,Academic_Medical_Center,City,State,Patients,Perc_Readmitted_30d,Perc_PrimaryCare_14d,Perc_Emergency_30d
160001,Marshalltown Med & Surg Ctr,NO,Marshalltown,IA,248,7.4,0.0,13.6
160005,St. Anthony Regional Hospital,NO,Carroll,IA,219,6.6,0.0,7.5
160016,Trinity Regional Medical Center,NO,Fort Dodge,IA,537,12.0,22.3,16.6
160024,Iowa Lutheran Hospital,NO,Des Moines,IA,605,11.8,33.4,14.1
160028,Alegent Health Mercy Hospital,NO,Council Bluffs,IA,559,9.8,39.4,13.8
160029,Mercy Iowa City,NO,Iowa City,IA,937,8.1,18.4,11.2
160030,Mary Greeley Medical Center,NO,Ames,IA,769,10.4,33.0,13.0
160033,Genesis Medical Ctr-Davenport,NO,Davenport,IA,1858,13.7,18.8,14.3
160045,St. Luke's Hospital,NO,Cedar Rapids,IA,1134,10.3,22.3,13.2
160047,Jennie Edmundson Hospital,NO,Council Bluffs,IA,364,13.6,33.1,17.4
160057,Great River Medical Center,NO,West Burlington,IA,573,10.0,16.9,12.4
160058,University of IA Hosps & Clinics,YES,Iowa City,IA,1490,16.0,25.2,18.0
160064,Mercy Medical Ctr-North Iowa,NO,Mason City,IA,1332,8.3,26.1,13.2
160067,Covenant Medical Center,NO,Waterloo,IA,500,10.9,29.5,14.9
160069,Mercy Medical Center-Dubuque,NO,Dubuque,IA,516,10.5,20.0,14.0
160079,Mercy Med Ctr-Cedar Rapids,NO,Cedar Rapids,IA,999,8.7,18.5,12.7
160080,Mercy Medical Center-Clinton,NO,Clinton,IA,274,14.5,28.7,14.9
160082,Iowa Methodist Medical Center,NO,Des Moines,IA,2432,10.8,24.7,13.7
160083,Mercy Medical Center-Des Moines,NO,Des Moines,IA,2755,13.4,41.9,16.0
160104,Trinity at Terrace Park,NO,Bettendorf,IA,479,12.0,16.7,13.7
160110,Allen Memorial Hospital,NO,Waterloo,IA,1134,10.6,36.7,14.4
160112,Spencer Hospital,NO,Spencer,IA,364,7.1,13.1,10.3
160117,Finley Hospital,NO,Dubuque,IA,425,6.9,10.9,7.3
160146,St. Luke's Regional Med Ctr,NO,Sioux City,IA,511,9.7,36.3,14.5
160153,Mercy Medical Center-Sioux City,NO,Sioux City,IA,1050,15.6,38.1,16.9
170006,Mt. Carmel Regional Med Ctr,NO,Pittsburg,KS,225,15.2,23.2,13.8
170012,Salina Regional Health Center,NO,Salina,KS,819,11.4,28.9,13.5
170013,Hays Medical Center,NO,Hays,KS,835,12.3,33.5,15.3
170016,St. Francis Health Center,NO,Topeka,KS,1066,9.9,22.6,13.3
170020,Hutchinson Hospital Corporation,NO,Hutchinson,KS,897,11.4,32.8,12.4
170027,Pratt Regional Medical Center,NO,Pratt,KS,228,11.0,21.5,13.6
170040,University of Kansas Hospital,YES,Kansas City,KS,1313,15.5,23.7,16.8
170049,Olathe Medical Center,NO,Olathe,KS,768,14.1,20.0,19.9
170086,Stormont-Vail HealthCare,NO,Topeka,KS,1423,13.0,25.9,14.1
170103,Newton Medical Center,NO,Newton,KS,304,4.8,21.3,9.6
170104,Shawnee Mission Medical Center,NO,Shawnee Mission,KS,1204,13.4,18.0,15.2
170120,Labette Health,NO,Parsons,KS,343,5.9,17.9,10.8
170122,Via Christi Regional Med Ctr,NO,Wichita,KS,2283,14.3,32.0,14.8
170123,Wesley Medical Center,NO,Wichita,KS,1438,10.8,32.1,13.6
170137,Lawrence Memorial Hospital,NO,Lawrence,KS,470,7.6,26.7,12.6
170142,Mercy Regional Health Center,NO,Manhattan,KS,573,9.0,23.7,8.3
170146,Providence Medical Center,NO,Kansas City,KS,564,14.6,24.5,15.6
170175,Western Plains Medical Complex,NO,Dodge City,KS,210,11.9,20.5,14.7
170176,Overland Park Regional Center,NO,Overland Park,KS,389,10.5,22.7,13.0
170182,Menorah Medical Center,NO,Overland Park,KS,418,9.8,23.3,13.1
170185,St. Luke's South Hospital,NO,Overland Park,KS,415,11.0,14.8,13.7
170186,Kansas Heart Hospital,NO,Wichita,KS,667,15.2,53.3,15.1
170192,Galichia Heart Hospital,NO,Wichita,KS,651,16.8,26.9,20.5
170197,Kansas Medical Center Llc,NO,Andover,KS,755,13.7,41.0,14.9
180001,St. Luke Hospital East,NO,Fort Thomas,KY,222,13.7,0.0,15.0
180009,King's Daughters Medical Center,NO,Ashland,KY,1785,17.1,25.1,19.9
180010,St. Joseph Hospital,NO,Lexington,KY,1984,15.6,22.2,20.7
180011,Saint Joseph - London,NO,London,KY,467,16.4,25.6,21.3
180012,Hardin Memorial Hospital,NO,Elizabethtown,KY,674,9.6,19.7,13.2
180013,Medical Center-Bowling Green,NO,Bowling Green,KY,1083,13.3,26.4,13.4
180017,T.J. Samson Community Hospital,NO,Glasgow,KY,423,10.9,22.6,14.9
180018,St. Claire Regional Med Ctr,NO,Morehead,KY,209,15.0,26.9,19.8
180027,Murray-Calloway County Hospital,NO,Murray,KY,276,11.5,23.3,14.8
180029,Hazard ARH Regional Med Ctr,NO,Hazard,KY,352,17.5,44.7,19.5
180035,St. Elizabeth Med Ctr-South,NO,Covington,KY,1735,13.4,23.5,16.3
180036,Our Lady of Bellefonte Hospital,NO,Ashland,KY,349,14.1,23.9,20.3
180038,Owensboro Medical Health System,NO,Owensboro,KY,1291,12.0,15.1,13.1
180040,Jewish Hospital-Louisville,NO,Louisville,KY,2535,14.5,25.0,16.0
180044,Pikeville Medical Center,NO,Pikeville,KY,420,16.2,22.4,21.2
180048,Ephraim McDowell Reg Med Ctr,NO,Danville,KY,411,11.7,16.9,12.6
180051,Jennie Stuart Medical Center,NO,Hopkinsville,KY,322,9.2,16.6,12.0
180067,University of Kentucky Hospital,YES,Lexington,KY,1359,13.8,14.3,16.4
180080,Baptist Regional Medical Center,NO,Corbin,KY,337,16.7,27.2,17.2
180088,Norton Hospital,NO,Louisville,KY,3065,12.7,23.0,16.5
180093,Reg Med Ctr of Hopkins County,NO,Madisonville,KY,619,12.7,20.1,15.3
180102,Lourdes Hospital,NO,Paducah,KY,862,11.6,16.2,12.2
180103,Central Baptist Hospital,NO,Lexington,KY,1777,13.2,27.8,17.8
180104,Western Baptist Hospital,NO,Paducah,KY,1007,14.9,19.1,16.3
180116,Jackson Purchase Medical Center,NO,Mayfield,KY,329,8.5,12.6,11.7
180124,Greenview Regional Hospital,NO,Bowling Green,KY,320,15.8,29.6,12.5
180127,Frankfort Regional Med Ctr,NO,Frankfort,KY,217,15.1,21.8,19.7
180130,Baptist Hospital East,NO,Louisville,KY,2744,10.4,18.9,12.8
180132,Lake Cumberland Regional Hosp,NO,Somerset,KY,697,10.5,26.8,13.8
180141,University of Louisville Hosp,NO,Louisville,KY,279,18.5,0.0,22.1
180143,St. Joseph Hospital East,NO,Lexington,KY,583,17.1,26.9,18.1
190002,Lafayette General Medical Center,NO,Lafayette,LA,915,10.4,11.7,13.3
190004,Thibodaux Regional Med Ctr,NO,Thibodaux,LA,574,14.5,16.6,14.7
190008,Terrebonne General Med Ctr,NO,Houma,LA,799,12.6,20.7,16.9
190013,West Calcasieu Cameron Hospital,NO,Sulphur,LA,226,11.2,20.1,12.9
190015,North Oaks Medical Center,NO,Hammond,LA,549,15.6,18.8,19.6
190017,Opelousas General Health System,NO,Opelousas,LA,504,13.0,20.3,14.8
190019,Christus St. Frances Hospital,NO,Alexandria,LA,1241,11.7,11.9,15.4
190026,Rapides Regional Medical Center,NO,Alexandria,LA,1132,12.8,13.7,14.9
190027,Christus St. Patrick Hospital,NO,Lake Charles,LA,770,11.3,18.3,14.1
190036,Ochsner Clinic Foundation,NO,New Orleans,LA,901,15.6,11.8,18.1
190039,West Jefferson Medical Center,NO,Marrero,LA,458,12.0,15.0,13.7
190040,Slidell Memorial Hospital,NO,Slidell,LA,375,13.0,16.8,17.2
190041,Christus Schumpert Health System,NO,Shreveport,LA,1252,10.7,13.7,11.9
190045,St. Tammany Parish Hospital,NO,Covington,LA,708,15.4,15.5,18.9
190046,Touro Infirmary,NO,New Orleans,LA,355,10.1,10.1,14.7
190054,Iberia Medical Center,NO,New Iberia,LA,250,10.8,19.5,15.8
190060,Lake Charles Memorial Hospital,NO,Lake Charles,LA,630,11.5,13.7,11.9
190064,Our Lady of Lake Reg Med Ctr,NO,Baton Rouge,LA,1732,9.8,11.5,10.8
190065,Baton Rouge General Med Ctr,NO,Baton Rouge,LA,759,11.7,12.5,12.0
190086,Northern Louisiana Medical Ctr,NO,Ruston,LA,210,13.7,0.0,14.6
190098,LSU Medical Center-Univ Hosp,NO,Shreveport,LA,297,16.1,21.4,16.4
190102,Our Lady of Lourdes Regional Ctr,NO,Lafayette,LA,767,12.4,16.0,14.6
190111,Willis-Knighton Medical Center,NO,Shreveport,LA,2344,11.6,16.5,12.1
190125,St. Francis Medical Center,NO,Monroe,LA,1323,11.3,21.3,13.2
190146,East Jefferson General Hospital,NO,Metairie,LA,1080,9.7,9.2,10.7
190160,Glenwood Regional Medical Center,NO,West Monroe,LA,478,11.0,21.9,15.9
190176,Tulane University Hosp & Clinic,NO,New Orleans,LA,243,10.8,9.8,14.0
190177,Lakeview Regional Medical Center,NO,Covington,LA,347,15.9,14.8,17.3
190205,Southwest Medical Center,NO,Lafayette,LA,472,17.0,12.7,15.1
190236,Willis-Knighton Bossier Health Center,NO,Bossier City,LA,545,10.1,16.7,12.3
190250,Louisiana Med Ctr & Heart Hosp,NO,Lacombe,LA,401,13.5,10.9,17.5
190263,Heart Hospital of Lafayette,NO,Lafayette,LA,462,11.9,14.5,16.1
200001,St. Joseph Hospital,NO,Bangor,ME,459,10.2,22.9,15.9
200008,Mercy Hospital of Portland,NO,Portland,ME,693,9.9,15.2,12.5
200009,Maine Medical Center,NO,Portland,ME,3302,13.1,23.3,17.4
200019,Southern Maine Medical Center,NO,Biddeford,ME,318,9.2,24.4,17.6
200020,York Hospital,NO,York,ME,278,10.1,23.9,15.9
200021,Mid Coast Hospital,NO,Brunswick,ME,198,10.2,0.0,14.5
200024,Central Maine Medical Center,NO,Lewiston,ME,745,12.5,18.4,18.5
200033,Eastern Maine Medical Center,NO,Bangor,ME,1825,13.5,29.2,20.0
200034,St. Mary's Regional Med Ctr,NO,Lewiston,ME,355,10.2,16.6,16.7
200039,MaineGeneral Medical Center,NO,Augusta,ME,638,9.5,15.1,16.7
200063,Penobscot Bay Medical Center,NO,Rockport,ME,275,10.5,20.1,19.8
210001,Washington County Health System,NO,Hagerstown,MD,1050,0.0,16.9,14.7
210002,University of Maryland Med Ctr,YES,Baltimore,MD,1247,0.0,23.4,21.3
210003,Prince George's Hospital Center,NO,Cheverly,MD,279,0.0,21.8,17.4
210004,Holy Cross Hospital,NO,Silver Spring,MD,674,0.0,18.1,16.9
210005,Frederick Memorial Hospital,NO,Frederick,MD,891,0.0,21.1,15.1
210007,St. Joseph Medical Center,NO,Towson,MD,2917,0.0,18.4,16.6
210008,Mercy Medical Center,NO,Baltimore,MD,920,0.0,14.8,12.9
210009,Johns Hopkins Hospital,YES,Baltimore,MD,2273,0.0,21.4,16.9
210011,St. Agnes HealthCare,NO,Baltimore,MD,998,0.0,17.9,14.9
210012,Sinai Hospital of Baltimore,NO,Baltimore,MD,1477,0.0,22.7,16.4
210015,Franklin Square Hospital Center,NO,Baltimore,MD,1213,0.0,15.8,18.4
210016,Washington Adventist Hospital,NO,Takoma Park,MD,1087,0.0,17.6,16.0
210017,Garrett County Memorial Hospital,NO,Oakland,MD,211,0.0,0.0,10.6
210018,Montgomery General Hospital,NO,Olney,MD,444,0.0,10.6,16.7
210019,Peninsula Regional Health System,NO,Salisbury,MD,2124,0.0,16.4,15.1
210022,Suburban Hosp Healthcare System,NO,Bethesda,MD,1616,0.0,13.2,14.4
210023,Anne Arundel Medical Center,NO,Annapolis,MD,1938,0.0,15.8,14.3
210024,Union Memorial Hospital,NO,Baltimore,MD,1993,0.0,19.9,16.4
210025,Memorial Hosp & Med Ctr,NO,Cumberland,MD,496,0.0,13.5,18.3
210027,WMHS Braddock Hospital,NO,Cumberland,MD,610,0.0,26.7,18.2
210028,St. Mary's Hospital,NO,Leonardtown,MD,253,0.0,19.9,15.2
210029,Johns Hopkins Bayview Med Ctr,NO,Baltimore,MD,580,0.0,23.6,17.9
210032,Union Hospital,NO,Elkton,MD,247,0.0,12.6,18.9
210033,Carroll Hospital Center,NO,Westminster,MD,790,0.0,20.2,18.9
210034,Harbor Hospital Center,NO,Baltimore,MD,450,0.0,19.3,18.8
210035,Civista Health,NO,La Plata,MD,242,0.0,28.7,17.8
210037,Memorial Hospital at Easton,NO,Easton,MD,712,0.0,15.5,14.6
210039,Calvert Memorial Hospital,NO,Prince Frederick,MD,224,0.0,18.8,15.0
210040,Northwest Hospital Center,NO,Randallstown,MD,441,0.0,14.3,14.0
210043,Baltimore Washington Med Ctr,NO,Glen Burnie,MD,962,0.0,21.6,20.7
210044,Greater Baltimore Medical Center,NO,Baltimore,MD,1243,0.0,14.0,12.1
210048,Howard County General Hospital,NO,Columbia,MD,468,0.0,20.5,16.1
210049,Upper Chesapeake Medical Center,NO,Bel Air,MD,792,0.0,17.0,19.4
210051,Doctors Community Hospital,NO,Lanham,MD,419,0.0,20.8,17.6
210054,Southern Maryland Hosp Center,NO,Clinton,MD,429,0.0,19.3,16.7
210056,Good Samaritan Hospital,NO,Baltimore,MD,827,0.0,11.7,14.8
210057,Shady Grove Adventist Hospital,NO,Rockville,MD,779,0.0,12.8,15.4
210061,Atlantic General Hospital,NO,Berlin,MD,298,0.0,15.0,24.7
220002,Mount Auburn Hospital,NO,Cambridge,MA,568,14.0,29.3,18.1
220008,Sturdy Memorial Hospital,NO,Attleboro,MA,362,13.0,14.8,19.8
220010,Lawrence General Hospital,NO,Lawrence,MA,316,13.4,23.1,15.6
220012,Cape Cod Hospital,NO,Hyannis,MA,1691,10.7,14.9,15.9
220015,Cooley Dickinson Hospital,NO,Northampton,MA,376,10.6,27.2,16.1
220017,Caritas Carney Hospital,NO,Boston,MA,195,16.4,0.0,15.5
220024,Holyoke Medical Center,NO,Holyoke,MA,275,12.7,31.9,19.3
220029,Anna Jaques Hospital,NO,Newburyport,MA,235,13.0,18.1,18.5
220031,Boston Medical Center,YES,Boston,MA,836,16.5,21.9,22.1
220033,Beverly Hospital,NO,Beverly,MA,605,12.3,21.2,15.3
220035,North Shore Medical Center,NO,Salem,MA,1288,11.9,20.8,14.2
220036,Caritas St. Elizabeth's Med Ctr,NO,Brighton,MA,704,17.9,27.1,17.8
220046,Berkshire Medical Center,NO,Pittsfield,MA,794,12.2,18.8,18.7
220052,Signature Healthcare Brockton,NO,Brockton,MA,283,14.7,30.9,13.7
220060,Jordan Hospital,NO,Plymouth,MA,690,11.7,12.3,16.2
220063,Lowell General Hospital,NO,Lowell,MA,383,8.5,22.2,12.4
220066,Mercy Medical Center,NO,Springfield,MA,486,13.1,20.7,16.9
220067,Quincy Medical Center,NO,Quincy,MA,261,16.6,0.0,19.5
220070,Hallmark Health System,NO,Melrose,MA,579,15.4,17.3,20.5
220071,Massachusetts General Hospital,YES,Boston,MA,4029,14.4,19.8,17.8
220073,Morton Hospital & Medical Center,NO,Taunton,MA,339,15.7,17.4,19.7
220074,Southcoast Hospitals Group,NO,Fall River,MA,1922,12.1,16.6,16.2
220077,Baystate Medical Center,NO,Springfield,MA,1928,12.4,33.2,18.0
220080,Caritas Holy Family Hospital,NO,Methuen,MA,444,12.7,18.1,14.2
220082,Saints Medical Center,NO,Lowell,MA,306,13.9,14.7,19.7
220084,Emerson Hospital,NO,W Concord,MA,340,8.9,18.2,14.0
220086,Beth Israel Deaconess Med Ctr,YES,Boston,MA,2080,16.4,27.0,19.1
220088,New England Baptist Hospital,NO,Boston,MA,1681,6.1,7.7,13.0
220090,Milford Regional Medical Center,NO,Milford,MA,329,12.6,14.0,20.0
220100,South Shore Hospital,NO,South Weymouth,MA,978,14.3,27.3,17.5
220101,Newton-Wellesley Hospital,NO,Newton,MA,820,11.4,16.4,17.3
220105,Winchester Hospital,NO,Winchester,MA,526,12.9,14.3,15.9
220108,Milton Hospital,NO,Milton,MA,274,12.6,15.5,14.4
220110,Brigham and Women's Hospital,YES,Boston,MA,3267,15.8,21.8,17.7
220111,Caritas Good Samaritan Med Ctr,NO,Brockton,MA,461,11.6,28.7,15.7
220116,Tufts Medical Center,YES,Boston,MA,896,18.6,22.2,22.6
220119,Faulkner Hospital,NO,Boston,MA,277,10.9,20.5,15.8
220126,Caritas Norwood Hospital,NO,Norwood,MA,403,14.3,18.2,18.9
220135,Falmouth Hospital,NO,Falmouth,MA,624,9.9,16.1,15.3
220163,UMass Memorial Medical Center,YES,Worcester,MA,1807,16.2,24.3,20.5
220171,Lahey Clinic Hospital,NO,Burlington,MA,1976,14.5,16.5,16.4
220175,MetroWest Medical Center,NO,Framingham,MA,515,16.1,28.1,22.2
220176,St. Vincent Hospital,NO,Worcester,MA,505,14.0,26.5,18.3
230002,St. Mary Mercy Hospital,NO,Livonia,MI,783,16.6,30.6,18.9
230004,Mercy General Health Partners,NO,Muskegon,MI,1027,8.9,22.3,16.4
230017,Bronson Methodist Hospital,NO,Kalamazoo,MI,1356,10.1,21.1,16.0
230019,Providence Hosp & Med Ctr,NO,Southfield,MI,1690,17.8,24.3,18.3
230020,Oakwood Hosp & Med Ctr,NO,Dearborn,MI,2273,15.1,31.8,17.4
230021,Lakeland Hospital-St. Joseph,NO,St Joseph,MI,1229,11.5,14.1,13.7
230024,Sinai-Grace Hospital,NO,Detroit,MI,525,17.2,22.9,18.3
230029,St. Joseph Mercy Oakland,NO,Pontiac,MI,1373,12.7,22.8,15.5
230030,Gratiot Medical Center,NO,Alma,MI,288,13.0,26.3,14.4
230031,Mercy Hospital,NO,Port Huron,MI,414,9.6,24.6,13.9
230036,Alpena Regional Medical Center,NO,Alpena,MI,445,10.0,19.2,14.1
230038,Spectrum Health,NO,Grand Rapids,MI,3390,12.2,17.9,16.9
230041,Bay Regional Medical Center,NO,Bay City,MI,1715,14.5,33.8,14.9
230046,University of Michigan Hospitals,YES,Ann Arbor,MI,1838,15.8,23.7,19.5
230047,Henry Ford Macomb Hospital,NO,Clinton Township,MI,1385,14.4,25.9,17.4
230053,Henry Ford Hospital,NO,Detroit,MI,1426,15.2,23.5,19.6
230054,Marquette General Health System,NO,Marquette,MI,1008,11.3,32.8,19.6
230059,St. Mary's Health Care,NO,Grand Rapids,MI,709,12.4,20.1,16.5
230066,Hackley Hospital,NO,Muskegon,MI,418,8.8,17.2,15.9
230070,Covenant Medical Center,NO,Saginaw,MI,1872,12.3,27.5,17.0
230072,Holland Hospital,NO,Holland,MI,382,9.1,18.3,15.1
230075,Battle Creek Health System,NO,Battle Creek,MI,573,11.5,23.8,16.7
230077,St Mary's of Michigan,NO,Saginaw,MI,1280,13.8,37.5,19.8
230081,Mercy Hospital Cadillac,NO,Cadillac,MI,279,10.5,15.5,15.2
230089,Beaumont Hospital Grosse Pointe,NO,Grosse Pointe,MI,674,13.2,21.5,16.3
230092,Allegiance Health,NO,Jackson,MI,991,12.8,28.6,16.5
230095,West Branch Regional Med Ctr,NO,West Branch,MI,216,5.3,8.1,12.5
230097,Munson Medical Center,NO,Traverse City,MI,2549,12.5,25.7,18.4
230099,Mercy Memorial Hospital System,NO,Monroe,MI,388,12.6,33.7,18.7
230104,Harper University Hospital,YES,Detroit,MI,798,13.7,22.7,16.4
230105,Northern MI Regional Health,NO,Petoskey,MI,1141,13.9,26.7,15.4
230117,Borgess Medical Center,NO,Kalamazoo,MI,1794,13.7,17.7,18.0
230121,Memorial Healthcare,NO,Owosso,MI,260,7.7,16.6,13.1
230130,Beaumont Hospital - Royal Oak,NO,Royal Oak,MI,4368,14.4,21.0,18.0
230132,Hurley Medical Center,NO,Flint,MI,404,12.2,29.9,13.4
230141,McLaren Regional Medical Center,NO,Flint,MI,1469,14.2,37.0,16.4
230142,Oakwood Annapolis Hospital,NO,Wayne,MI,275,17.7,33.8,22.0
230146,Henry Ford Wyandotte Hospital,NO,Wyandotte,MI,800,12.9,37.5,17.8
230151,Botsford Hospital,NO,Farmington Hills,MI,596,12.7,27.1,16.0
230156,St. Joseph Mercy Hospital,NO,Ann Arbor,MI,2224,13.7,31.1,17.8
230165,St. John Hosp & Med Ctr,NO,Detroit,MI,1576,15.4,28.1,16.6
230167,Ingham Regional Medical Center,NO,Lansing,MI,1375,10.2,23.9,14.5
230176,Oakwood Southshore Med Ctr,NO,Trenton,MI,419,16.2,25.4,19.2
230193,Lapeer Regional Medical Center,NO,Lapeer,MI,279,11.3,27.8,12.7
230195,St. John Macomb Hospital,NO,Warren,MI,1415,16.6,28.2,19.3
230197,Genesys Regional Medical Center,NO,Grand Blanc,MI,1557,14.6,30.7,18.6
230204,Henry Ford Macomb Hosp- Warren Campus,NO,Warren,MI,246,15.5,28.0,23.4
230216,Port Huron Hospital,NO,Port Huron,MI,693,11.3,34.2,16.1
230217,Oaklawn Hospital,NO,Marshall,MI,249,10.2,20.4,12.2
230222,MidMichigan Medical Center,NO,Midland,MI,1205,9.8,21.0,16.8
230227,Mount Clemens Regional Med Ctr,NO,Mount Clemens,MI,922,18.4,25.5,21.6
230230,Sparrow Hospital,NO,Lansing,MI,1252,10.9,24.8,14.8
230236,Metro Health Hospital,NO,Wyoming,MI,480,12.5,20.7,16.9
230244,Garden City Hospital,NO,Garden City,MI,444,14.2,28.4,17.0
230254,Crittenton Hosp Med Ctr,NO,Rochester,MI,945,12.2,22.4,15.5
230259,Chelsea Community Hospital,NO,Chelsea,MI,254,7.5,14.5,13.1
230269,Beaumont Hospital - Troy,NO,Troy,MI,1562,15.3,21.1,18.8
230273,Detroit Receiving Hospital,NO,Detroit,MI,224,17.4,18.7,23.6
230277,Huron Valley-Sinai Hospital,NO,Commerce Township,MI,511,13.8,30.7,19.1
240001,North Memorial Health Care,NO,Robbinsdale,MN,864,11.2,36.0,15.6
240002,St. Mary's Medical Center,NO,Duluth,MN,1613,13.6,33.7,16.0
240004,Hennepin County Medical Center,NO,Minneapolis,MN,266,14.0,18.7,13.6
240010,St. Mary's Hospital,YES,Rochester,MN,4386,13.7,36.2,17.4
240030,Douglas County Hospital,NO,Alexandria,MN,402,7.9,23.9,11.8
240036,St. Cloud Hospital,NO,Saint Cloud,MN,1876,11.1,26.5,12.3
240038,United Hospital,NO,Saint Paul,MN,1200,13.0,37.1,14.2
240047,St. Luke's Hospital,NO,Duluth,MN,899,10.5,20.6,12.5
240053,Methodist Hospital,NO,Saint Louis Park,MN,1199,12.7,24.4,15.1
240056,Ridgeview Medical Center,NO,Waconia,MN,313,12.1,18.9,15.9
240057,Abbott Northwestern Hospital,NO,Minneapolis,MN,2785,12.0,41.8,14.2
240061,Rochester Methodist Hospital,NO,Rochester,MN,2662,8.9,23.4,12.7
240063,St. Joseph's Hospital,NO,Saint Paul,MN,857,10.3,39.5,13.4
240066,Lakeview Hospital,NO,Stillwater,MN,552,6.3,15.2,9.5
240075,St. Joseph's Medical Center,NO,Brainerd,MN,356,9.5,12.0,10.0
240078,Fairview Southdale Hospital,NO,Edina,MN,1275,9.5,24.9,14.0
240080,University of Minnesota Med Ctr,YES,Minneapolis,MN,775,16.6,28.3,16.3
240088,Rice Memorial Hospital,NO,Willmar,MN,221,6.8,33.8,6.3
240093,Immanuel St. Joseph's Health,NO,Mankato,MN,854,10.3,18.7,13.9
240100,North Country Regional Hospital,NO,Bemidji,MN,299,9.5,25.3,10.5
240106,Regions Hospital,NO,Saint Paul,MN,524,15.2,31.9,19.0
240115,Mercy Hospital,NO,Coon Rapids,MN,756,13.6,40.1,18.7
240132,Unity Hospital,NO,Fridley,MN,338,12.2,26.5,15.8
240207,Fairview Ridges Hospital,NO,Burnsville,MN,311,8.7,19.8,14.7
240210,St. John's Hospital,NO,Maplewood,MN,624,9.0,26.7,14.8
240213,Woodwinds Health Campus,NO,Woodbury,MN,396,8.4,20.5,12.2
250001,Univ of MS Hosps & Clinics,YES,Jackson,MS,729,11.8,17.3,13.7
250004,North Mississippi Med Ctr-Tupelo,NO,Tupelo,MS,2492,11.2,17.2,15.1
250007,Biloxi Regional Medical Center,NO,Biloxi,MS,218,13.8,17.3,15.2
250009,Magnolia Regional Health Center,NO,Corinth,MS,527,15.0,8.7,20.5
250019,Memorial Hospital at Gulfport,NO,Gulfport,MS,1026,15.0,14.3,18.0
250031,River Region Medical Center,NO,Vicksburg,MS,516,12.1,34.4,12.1
250034,Baptist Memorial Hosp-North MS,NO,Oxford,MS,821,11.3,23.9,12.2
250040,Singing River Hospital System,NO,Pascagoula,MS,1071,11.8,19.2,15.1
250048,St. Dominic-Jackson Mem Hosp,NO,Jackson,MS,1517,12.8,19.2,15.4
250058,South Central Regional Med Ctr,NO,Laurel,MS,503,11.4,19.1,11.4
250069,Rush Foundation Hospital,NO,Meridian,MS,530,10.5,18.2,11.7
250072,Central Mississippi Med Ctr,NO,Jackson,MS,265,18.7,13.2,19.8
250078,Forrest General Hospital,NO,Hattiesburg,MS,1473,11.2,15.1,14.1
250082,Delta Regional Medical Center,NO,Greenville,MS,371,13.5,11.4,15.3
250094,Wesley Medical Center,NO,Hattiesburg,MS,1003,11.9,12.7,13.9
250097,Southwest Mississippi Med Ctr,NO,Mccomb,MS,428,15.8,14.0,20.6
250099,Greenwood Leflore Hospital,NO,Greenwood,MS,324,9.8,18.4,10.5
250100,Baptist Memorial Hospital-Golden,NO,Columbus,MS,525,12.4,9.6,16.4
250102,Mississippi Baptist Med Ctr,NO,Jackson,MS,2056,9.4,13.6,10.7
250104,Jeff Anderson Regional Med Ctr,NO,Meridian,MS,680,12.4,12.5,12.3
250123,Garden Park Medical Center,NO,Gulfport,MS,336,11.5,10.1,14.9
250138,River Oaks Hospital,NO,Jackson,MS,552,6.8,19.7,9.6
250141,Baptist Memorial Hospital-Desoto,NO,Southaven,MS,812,14.8,21.2,17.3
260001,St. John's Regional Med Ctr,NO,Joplin,MO,1279,13.9,18.8,17.3
260005,SSM St. Joseph Health Center,NO,Saint Charles,MO,616,14.7,25.0,20.0
260006,Heartland Regional Med Ctr,NO,Saint Joseph,MO,1562,13.3,26.7,15.2
260009,Bothwell Regional Health Center,NO,Sedalia,MO,356,10.8,28.4,7.1
260011,St. Marys Health Center,NO,Jefferson City,MO,853,14.2,15.1,17.3
260017,Phelps County Regional Med Ctr,NO,Rolla,MO,359,10.6,23.7,10.6
260020,St. John's Mercy Medical Center,NO,Saint Louis,MO,1836,13.2,17.4,14.5
260022,Northeast Regional Med Ctr,NO,Kirksville,MO,243,13.3,26.2,14.1
260023,Jefferson Memorial Hospital,NO,Crystal City,MO,579,17.2,18.8,16.4
260025,Hannibal Regional Hospital,NO,Hannibal,MO,572,10.0,16.7,10.4
260027,Research Medical Center,NO,Kansas City,MO,676,12.2,22.1,14.4
260032,Barnes-Jewish Hospital,YES,Saint Louis,MO,3071,17.5,20.0,18.1
260040,Lester E. Cox Medical Centers,NO,Springfield,MO,2121,11.2,17.4,14.6
260047,Capital Region Medical Center,NO,Jefferson City,MO,628,11.9,19.6,14.1
260052,St. John's Mercy Hospital,NO,Washington,MO,315,11.7,16.5,13.9
260064,Audrain Medical Center,NO,Mexico,MO,288,9.4,18.9,13.5
260065,St. John's Hospital,NO,Springfield,MO,2430,11.6,18.0,17.1
260068,Boone Hospital Center,NO,Columbia,MO,2425,11.4,21.5,14.1
260077,St. Anthony's Medical Center,NO,Saint Louis,MO,1658,14.2,20.3,14.9
260081,SSM St. Joseph Hosp of Kirkwood,NO,Warson Woods,MO,503,12.2,22.8,16.9
260085,St. Joseph Medical Center,NO,Kansas City,MO,1001,12.3,19.4,14.6
260091,SSM St. Mary's Health Center,NO,Richmond Heights,MO,668,15.4,20.3,17.2
